_id,badge_level,cities_visited,helpful_votes,Vote_Categories,member__contribution,Contribution_Categories,member_since_year,Countries,user_Name
5b7a431940f98408e422e673,1,2,NA,,2,< 10,2018,Australia,
5b7a431940f98408e422ef1f,1,2,NA,,3,< 10,2017,UAE,
5b7a72e540f98408e423147c,1,2,NA,,3,< 10,2018,Singapore,Irish9999
5b7a72e540f98408e4231ad3,1,2,NA,,3,< 10,2013,Thailand,Thomas Y
5b7a72e540f98408e4231b9c,1,2,NA,,3,< 10,2016,Singapore,czhixuan
5b7a72e540f98408e4231b44,1,2,NA,,3,< 10,2015,Singapore,donu112
5b7a72e540f98408e42317c4,1,2,NA,,4,< 10,2017,Singapore,estelleyou
5b7a431940f98408e422efe2,1,2,NA,,4,< 10,2017,Singapore,Gary L
5b7a72e540f98408e4231bbc,1,2,NA,,3,< 10,2015,Singapore,jjanetjeong
5b7a72e540f98408e4231cbf,1,2,NA,,3,< 10,2015,Singapore,nggektin
5b7a2e6340f98408e422d3df,1,2,NA,,3,< 10,2012,Singapore,
5b7a72e540f98408e4231c55,1,2,NA,,4,< 10,2015,Singapore,
5b7a431940f98408e422e548,1,2,NA,,2,< 10,2018,Australia,rocafo
5b7a504e40f98408e422fd38,3,1,NA,,3,< 10,2018,NA,SydneyVaughn
5b7a431940f98408e422e5b1,3,1,NA,,1,< 10,2015,NA,
5b7a431940f98408e422e579,3,1,NA,,15,>= 10,2018,Singapore,
5b7a803d40f98408e423356d,2,1,NA,,8,< 10,2015,Indonesia,AnJUlladulla
5b7a504e40f98408e42302a1,2,1,NA,,7,< 10,2016,NA,Louay A
5b7a431940f98408e422eb79,2,1,NA,,2,< 10,2017,NA,M1SSST3PHY
5b7a2e6340f98408e422cda9,2,1,NA,,2,< 10,2018,NA,Simon G
5b7a72e540f98408e4231667,2,1,NA,,6,< 10,2015,Malaysia,Enjoyingmytravels
5b7a72e540f98408e4231789,2,1,NA,,8,< 10,2015,Singapore,Kingkrk
5b7a72e540f98408e4231655,2,1,NA,,5,< 10,2016,Singapore,Meeta R
5b7a504e40f98408e42304b1,2,1,NA,,5,< 10,2015,Singapore,Andy M
5b7a803d40f98408e4233495,2,1,NA,,5,< 10,2016,Singapore,
5b7a72e540f98408e423147d,1,1,NA,,3,< 10,2018,Canada,mssntt
5b7a72e540f98408e42315d2,1,1,NA,,4,< 10,2017,US,anouskaPerth
5b7a72e540f98408e4231e06,1,1,NA,,3,< 10,2015,Indonesia,CJM275
5b7a2e6340f98408e422d5f5,1,1,NA,,4,< 10,2014,Indonesia,wolfpo
5b7a2e6340f98408e422d663,1,1,NA,,4,< 10,2015,India,estherchilcott
5b7a431940f98408e422e9c8,1,1,NA,,3,< 10,2017,NA,Abby H
5b7a2e6340f98408e422d77c,1,1,NA,,3,< 10,2012,NA,beautifulmatters
5b7a72e540f98408e42318fe,1,1,NA,,1,< 10,2016,NA,Claire N
5b7a431940f98408e422ef6a,1,1,NA,,3,< 10,2017,NA,fiflarue
5b7a72e540f98408e4231dbe,1,1,NA,,3,< 10,2014,NA,mimab76
5b7a72e540f98408e42314bf,1,1,NA,,3,< 10,2018,NA,Pasteur T
5b7a72e540f98408e4231690,1,1,NA,,3,< 10,2017,NA,RICHARD S
5b7a72e540f98408e42313e6,1,1,NA,,3,< 10,2018,NA,sarahe2703
5b7a72e540f98408e42314ba,1,1,NA,,1,< 10,2017,NA,Serene-View
5b7a72e540f98408e4231773,1,1,NA,,1,< 10,2017,NA,TheWorldMyHome
5b7a2e6340f98408e422d198,1,1,NA,,3,< 10,2016,NA,
5b7a72e540f98408e4231486,1,1,NA,,4,< 10,2016,New Zealand,zlaton
5b7a72e540f98408e423160b,1,1,NA,,4,< 10,2016,New Zealand,zm161
5b7a72e540f98408e4231807,1,1,NA,,4,< 10,2016,New Zealand,ZMona B
5b7a72e540f98408e4231a57,1,1,NA,,4,< 10,2016,New Zealand,Zobey88
5b7a72e540f98408e42319f2,1,1,NA,,4,< 10,2014,Others,elias s
5b7a72e540f98408e423140d,1,1,NA,,3,< 10,2012,Singapore,Dhimant V
5b7a72e540f98408e4231b20,1,1,NA,,3,< 10,2015,Singapore,GerKyy
5b7a72e540f98408e423177a,1,1,NA,,3,< 10,2016,Singapore,shank n
5b7a72e540f98408e42314b4,1,1,NA,,4,< 10,2015,Singapore,
5b7a72e540f98408e42317dc,1,1,NA,,3,< 10,2017,Singapore,Anjan M
5b7a72e540f98408e4231774,1,1,NA,,3,< 10,2015,Singapore,Benjamin S
5b7a72e540f98408e4231567,1,1,NA,,3,< 10,2015,Singapore,Gillian T
5b7a504e40f98408e422fcbf,1,1,NA,,4,< 10,2018,Singapore,rindira009
5b7a72e540f98408e4231428,1,1,NA,,4,< 10,2018,Singapore,Rinring
5b7a72e540f98408e4231724,1,1,NA,,4,< 10,2017,Singapore,
5b7a431940f98408e422e4ea,1,1,NA,,3,< 10,2017,China,JayOh1986
5b7a72e540f98408e4231411,1,1,NA,,4,< 10,2014,China,LindaB_7
5b7a72e540f98408e4231c93,1,0,NA,,4,< 10,2015,Malaysia,LettiMelbz
5b7a431940f98408e422e856,6,301,4121,>= 1000,3535,>= 1000,2010,US,sgktraveller
5b7a504e40f98408e42306c3,6,301,4121,>= 1000,3535,>= 1000,2010,US,sgmission
5b7a72e540f98408e42317ba,6,48,3385,>= 1000,184,>= 100,2017,Australia,Rollingredstone
5b7a504e40f98408e422ff96,6,19,2243,>= 1000,135,>= 100,2013,Singapore,
5b7a431940f98408e422eb45,6,791,2203,>= 1000,6317,>= 1000,2007,Australia,steveslats
5b7a504e40f98408e42306f3,6,406,2082,>= 1000,337,>= 100,2005,US,Julie E
5b7a431940f98408e422e70d,6,159,1995,>= 1000,614,>= 500,2012,Singapore,Hart2011
5b7a431940f98408e422e658,6,294,1676,>= 1000,1136,>= 1000,2011,UK,Alllik
5b7a72e540f98408e42316fe,6,227,1574,>= 1000,1392,>= 1000,2011,Singapore,Rihck
5b7a504e40f98408e42303bb,6,4393,1288,>= 1000,1892,>= 1000,2009,US,Jothilingam E
5b7a504e40f98408e423015d,6,366,1257,>= 1000,1772,>= 1000,2005,US,
5b7a72e540f98408e4231da1,6,305,1188,>= 1000,468,>= 100,2009,Indonesia,BFGMelbourne
5b7a504e40f98408e42307ae,6,66,1116,>= 1000,241,>= 100,2005,US,Sandra L
5b7a504e40f98408e42303ca,6,569,1081,>= 1000,4928,>= 1000,2007,Australia,Richard C
5b7a504e40f98408e422fe1a,6,165,1023,>= 1000,1118,>= 1000,2013,China,Rustylou63
5b7a504e40f98408e4230380,6,165,1023,>= 1000,1118,>= 1000,2013,China,RutelliRoni
5b7a504e40f98408e423058d,6,165,1023,>= 1000,1118,>= 1000,2013,China,Ruth A
5b7a504e40f98408e422feba,6,374,952,>= 500,274,>= 100,2006,Australia,Steve T
5b7a2e6340f98408e422d5d3,6,749,899,>= 500,2058,>= 1000,2006,France,travellotty
5b7a504e40f98408e42307d6,6,256,865,>= 500,2780,>= 1000,2008,Singapore,betty l
5b7a431940f98408e422ec8e,6,148,835,>= 500,365,>= 100,2014,NA,Jamie K
5b7a504e40f98408e422fe25,6,294,781,>= 500,515,>= 500,2006,Germany,Moo_Salz
5b7a504e40f98408e423004c,6,163,738,>= 500,818,>= 500,2016,US,EltelUk
5b7a431940f98408e422e4c8,5,47,731,>= 500,73,>= 10,2009,US,Ckaminsk
5b7a803d40f98408e4232fe8,6,136,682,>= 500,478,>= 100,2014,Others,
5b7a431940f98408e422ede9,6,588,679,>= 500,1224,>= 1000,2008,US,gianluca70
5b7a504e40f98408e423037d,6,599,656,>= 500,1496,>= 1000,2011,Australia,fotochap
5b7a504e40f98408e42302be,6,1738,649,>= 500,1310,>= 1000,2011,Indonesia,DevoraKhaf
5b7a803d40f98408e4232d43,6,298,646,>= 500,676,>= 500,2005,UK,CockMolle
5b7a504e40f98408e4230435,6,84,618,>= 500,94,>= 10,2015,Australia,Bijory
5b7a504e40f98408e4230717,6,923,601,>= 500,1963,>= 1000,2011,NA,Pegz67
5b7a431940f98408e422eec2,6,494,592,>= 500,1069,>= 1000,2008,Canada,Blewyncoch
5b7a504e40f98408e422feb5,6,1116,575,>= 500,340,>= 100,2009,Others,Ooveen
5b7a431940f98408e422ecbc,5,43,565,>= 500,60,>= 10,2011,UK,JJen6
5b7a431940f98408e422e65a,6,191,558,>= 500,286,>= 100,2008,Switzerland,Rita-Nina
5b7a504e40f98408e4230791,6,696,549,>= 500,702,>= 500,2013,UK,Tennyson B
5b7a803d40f98408e423329a,6,618,520,>= 500,1148,>= 1000,2010,UK,RICHARD B
5b7a504e40f98408e42305aa,6,499,501,>= 500,1086,>= 1000,2006,US,Happyhippofoodie123
5b7a504e40f98408e4230683,6,499,501,>= 500,1086,>= 1000,2006,US,happymrskoh
5b7a2e6340f98408e422d564,6,116,491,>= 100,840,>= 500,2012,NA,Lajos H
5b7a504e40f98408e422fed3,6,254,485,>= 100,344,>= 100,2011,UK,JohanVdH
5b7a2e6340f98408e422d269,6,221,483,>= 100,706,>= 500,2007,UK,PeardropsMc
5b7a2e6340f98408e422cd64,6,80,478,>= 100,518,>= 500,2016,India,peterwilliams265
5b7a504e40f98408e422fdb4,6,574,477,>= 100,1555,>= 1000,2005,Others,Gill G
5b7a431940f98408e422ef93,6,755,472,>= 100,2023,>= 1000,2008,US,Sueb2323
5b7a803d40f98408e423311d,6,755,472,>= 100,2023,>= 1000,2008,US,sueberry
5b7a72e540f98408e4231eed,6,338,458,>= 100,1118,>= 1000,2008,Others,John G
5b7a431940f98408e422e8dc,6,257,456,>= 100,916,>= 500,2006,US,jim_mc347
5b7a2e6340f98408e422d374,6,820,455,>= 100,203,>= 100,2004, Australia,ilovetravel882016
5b7a431940f98408e422e78b,6,358,442,>= 100,1214,>= 1000,2005,US,FireTim44
5b7a504e40f98408e42306f0,6,153,440,>= 100,122,>= 100,2010,Singapore,Midlifetourist
5b7a803d40f98408e42331a8,6,554,437,>= 100,589,>= 500,2016,UK,AotearoaWanderer
5b7a504e40f98408e422fdc6,6,731,430,>= 100,799,>= 500,2005,UK,Raj B
5b7a2e6340f98408e422cf83,6,236,423,>= 100,257,>= 100,2005,UK,Gin_Goh
5b7a2e6340f98408e422cff6,6,236,423,>= 100,257,>= 100,2005,UK,Gina F
5b7a2e6340f98408e422d414,6,130,417,>= 100,310,>= 100,2008,Others,Gl0be_Tr0tter_14
5b7a504e40f98408e42300db,6,514,394,>= 100,675,>= 500,2013,Australia,
5b7a504e40f98408e423044a,6,514,394,>= 100,675,>= 500,2013,Australia,
5b7a72e540f98408e4231d4e,6,101,391,>= 100,1347,>= 1000,2011,Singapore,0_Gyrfalcon_0
5b7a2e6340f98408e422d609,6,164,389,>= 100,202,>= 100,2006,UK,hsf2001
5b7a504e40f98408e4230512,6,202,385,>= 100,318,>= 100,2012,UK,daniel_london_11
5b7a431940f98408e422e968,6,365,382,>= 100,415,>= 100,2006,US,flipper95
5b7a504e40f98408e42300b8,6,318,377,>= 100,222,>= 100,2003,US,Karenjo G
5b7a2e6340f98408e422d5d7,6,209,374,>= 100,985,>= 500,2007,Others,Emi I
5b7a431940f98408e422e795,6,209,374,>= 100,985,>= 500,2007,Others,Emilia E
5b7a504e40f98408e423041a,6,285,371,>= 100,388,>= 100,2005,US,Terry D
5b7a504e40f98408e423024f,6,188,368,>= 100,325,>= 100,2005,UK,
5b7a504e40f98408e422fca8,6,148,368,>= 100,467,>= 100,2006,Australia,dn133
5b7a504e40f98408e422ff23,6,148,368,>= 100,467,>= 100,2006,Australia,Dnagerous
5b7a504e40f98408e422fdb0,6,552,361,>= 100,299,>= 100,2008,US,Vishnuvardan
5b7a504e40f98408e422fdf4,6,324,354,>= 100,586,>= 500,2013,UK,Barges867
5b7a431940f98408e422e76a,6,86,354,>= 100,320,>= 100,2010,New Zealand,nicholaseleanor
5b7a504e40f98408e423073e,6,86,354,>= 100,320,>= 100,2010,New Zealand,Nicinici
5b7a2e6340f98408e422cfb4,6,153,347,>= 100,1050,>= 1000,2015,Malaysia,Derek P
5b7a2e6340f98408e422d110,6,153,347,>= 100,1050,>= 1000,2015,Malaysia,Derek R
5b7a431940f98408e422ea82,6,153,347,>= 100,1050,>= 1000,2015,Malaysia,Derek S
5b7a431940f98408e422ef4c,6,220,343,>= 100,1200,>= 1000,2013,UK,tE5467NE
5b7a504e40f98408e4230190,6,114,343,>= 100,52,>= 10,2005,US,i-skyfall
5b7a431940f98408e422eb77,6,559,340,>= 100,466,>= 100,2008,US,Mark E
5b7a803d40f98408e4233529,6,571,339,>= 100,633,>= 500,2009,UK,rayofsunSomerset
5b7a504e40f98408e4230267,6,524,336,>= 100,494,>= 100,2011,Australia,sam b
5b7a431940f98408e422ef30,6,112,326,>= 100,401,>= 100,2008,UK,Nikki291
5b7a504e40f98408e4230029,6,435,322,>= 100,46,>= 10,2004,US,CKZ1982
5b7a2e6340f98408e422d054,6,483,319,>= 100,639,>= 500,2007,UK,Will M
5b7a504e40f98408e4230623,6,207,318,>= 100,204,>= 100,2004,Others,Surfweb
5b7a2e6340f98408e422d129,6,71,315,>= 100,408,>= 100,2016,UK,Manuj G
5b7a2e6340f98408e422d432,6,288,314,>= 100,326,>= 100,2005,US,jacqui b
5b7a72e540f98408e4231a52,6,449,312,>= 100,1074,>= 1000,2012,Australia,Isjaishah332
5b7a72e540f98408e42313f6,6,355,312,>= 100,105,>= 100,2009,Others,luxwithkidz
5b7a72e540f98408e4231de3,6,555,306,>= 100,407,>= 100,2012,US,
5b7a504e40f98408e4230310,6,186,305,>= 100,560,>= 500,2008,Australia,
5b7a504e40f98408e42300ef,6,1359,304,>= 100,268,>= 100,2011,UK,Okan B
5b7a2e6340f98408e422d38e,6,595,304,>= 100,579,>= 500,2006,US,Katrinalee11
5b7a504e40f98408e422fc43,6,219,304,>= 100,1113,>= 1000,2012,Australia,ErinKay88
5b7a803d40f98408e42335f0,6,340,302,>= 100,225,>= 100,2012,NA,IDC637
5b7a431940f98408e422e8b3,6,1503,298,>= 100,882,>= 500,2010,UK,St̩phanie Q
5b7a431940f98408e422e9aa,6,791,295,>= 100,126,>= 100,2004,US,ysllily
5b7a504e40f98408e42307e7,6,1722,294,>= 100,940,>= 500,2013,US,Steven Y
5b7a504e40f98408e423035e,6,493,293,>= 100,392,>= 100,2009,Others,nige1966
5b7a504e40f98408e4230367,6,215,291,>= 100,476,>= 100,2012,US,kristi132
5b7a504e40f98408e42306ff,6,215,291,>= 100,476,>= 100,2012,US,Kristie-wong
5b7a803d40f98408e42333ae,6,334,290,>= 100,892,>= 500,2012,UK,olicgn
5b7a504e40f98408e42304c2,6,597,288,>= 100,622,>= 500,2011,Australia,Kinvaragirl
5b7a504e40f98408e4230737,6,597,288,>= 100,622,>= 500,2011,Australia,Kiran B
5b7a504e40f98408e42307c0,6,597,288,>= 100,622,>= 500,2011,Australia,kirbro
5b7a504e40f98408e422ff49,6,194,287,>= 100,823,>= 500,2005,Canada,Richard4411
5b7a504e40f98408e4230122,6,194,287,>= 100,823,>= 500,2005,Canada,RichardCLT
5b7a504e40f98408e422fe16,6,196,286,>= 100,420,>= 100,2009,UK,Ryan A
5b7a2e6340f98408e422d09f,6,338,284,>= 100,470,>= 100,2006,UK,Zahra T
5b7a431940f98408e422e9f8,6,302,284,>= 100,793,>= 500,2011,UK,Jaxredhd
5b7a803d40f98408e423347d,6,230,282,>= 100,299,>= 100,2009,UK,Roger B
5b7a2e6340f98408e422d51f,6,295,275,>= 100,733,>= 500,2009,Switzerland,Happy258
5b7a2e6340f98408e422d86d,6,187,274,>= 100,596,>= 500,2012,Australia,jerin j
5b7a2e6340f98408e422cfdc,6,109,274,>= 100,685,>= 500,2008,singapore,ExpSid15
5b7a504e40f98408e422fc94,6,360,273,>= 100,558,>= 500,2006,Australia,Shirin V
5b7a504e40f98408e42301f7,6,307,273,>= 100,412,>= 100,2008,Australia,Sunyi A
5b7a504e40f98408e42302da,6,307,273,>= 100,412,>= 100,2008,Australia,SuoFin
5b7a504e40f98408e42307d0,6,302,272,>= 100,320,>= 100,2007,Canada,Dragonmac52
5b7a504e40f98408e422ff02,6,265,272,>= 100,298,>= 100,2011,Malaysia,faelbs
5b7a504e40f98408e4230784,6,216,270,>= 100,541,>= 500,2013,Australia,do1ce
5b7a2e6340f98408e422d1f7,6,56,269,>= 100,43,>= 10,2005,UK,cajetan
5b7a2e6340f98408e422d48a,6,262,268,>= 100,207,>= 100,2008,Switzerland,Gavandi
5b7a504e40f98408e42304ac,6,262,268,>= 100,207,>= 100,2008,Switzerland,Gavin B
5b7a2e6340f98408e422ce41,6,67,267,>= 100,226,>= 100,2012,UK,Carol M
5b7a504e40f98408e42303c5,6,113,266,>= 100,204,>= 100,2005,Canada,meekumoo
5b7a72e540f98408e4231f05,6,1137,265,>= 100,250,>= 100,2008,Canada,
5b7a72e540f98408e4231b94,6,419,265,>= 100,202,>= 100,2006,New Zealand,Jak J
5b7a803d40f98408e42331b1,6,731,263,>= 100,431,>= 100,2013,UK,stevefr0madelaide
5b7a504e40f98408e423040e,6,705,261,>= 100,485,>= 100,2009,UK,Melanie M
5b7a504e40f98408e4230021,6,380,261,>= 100,491,>= 100,2003,Australia,ikraiqbal
5b7a2e6340f98408e422d3b2,6,136,261,>= 100,481,>= 100,2008,UK,ghalston
5b7a504e40f98408e4230746,6,276,259,>= 100,524,>= 500,2008,Australia,Aj M
5b7a504e40f98408e4230769,6,98,259,>= 100,259,>= 100,2010,Australia,GordonTheExpress
5b7a2e6340f98408e422d457,6,81,258,>= 100,120,>= 100,2005,UK,PawlTee
5b7a2e6340f98408e422d1a3,6,121,257,>= 100,244,>= 100,2009,Australia,bakerparkhouse
5b7a2e6340f98408e422d3c0,6,94,256,>= 100,221,>= 100,2005,UK,BTraveli
5b7a2e6340f98408e422ce7b,6,337,255,>= 100,343,>= 100,2010,UK,Azucena C
5b7a431940f98408e422ebcd,6,293,255,>= 100,531,>= 500,2007,UK,Kathy S
5b7a72e540f98408e423163a,6,293,255,>= 100,531,>= 500,2007,UK,Kathy W
5b7a504e40f98408e42307de,6,513,253,>= 100,822,>= 500,2005,US,Douglas D
5b7a504e40f98408e42300bf,6,315,253,>= 100,518,>= 500,2004,US,Ianpatterson_2000
5b7a803d40f98408e4232e31,6,384,251,>= 100,291,>= 100,2005,Malaysia,Rachel J
5b7a431940f98408e422ef90,6,970,250,>= 100,728,>= 500,2013,Others,rodney h
5b7a2e6340f98408e422d0b9,6,450,250,>= 100,399,>= 100,2010,Australia,oliviaR3645JP
5b7a504e40f98408e42307a4,6,202,250,>= 100,321,>= 100,2008,Others,Desmond H
5b7a2e6340f98408e422cf69,6,253,249,>= 100,918,>= 500,2009,Others,redrob45
5b7a2e6340f98408e422d8e6,6,66,249,>= 100,524,>= 500,2013,Singapore,colmanLondon
5b7a431940f98408e422e8a0,6,66,249,>= 100,524,>= 500,2013,Singapore,ColoradoLongJ
5b7a431940f98408e422ee9e,6,472,248,>= 100,388,>= 100,2009,US,AnakJalan
5b7a504e40f98408e422fe6d,6,463,248,>= 100,282,>= 100,2008,New Zealand,SailorSaki-HK
5b7a504e40f98408e4230474,6,133,247,>= 100,470,>= 100,2010,Canada,
5b7a2e6340f98408e422cd59,6,75,247,>= 100,102,>= 100,2005,UK,Nancy B
5b7a431940f98408e422ea0f,6,95,246,>= 100,272,>= 100,2011,NA,sir67
5b7a72e540f98408e4231d95,6,326,245,>= 100,295,>= 100,2009,UK,Alison P
5b7a803d40f98408e4233456,6,233,245,>= 100,668,>= 500,2010,UK,Sarah C
5b7a2e6340f98408e422d75e,6,186,244,>= 100,404,>= 100,2008,Others,Suzy2203
5b7a2e6340f98408e422ce62,6,157,244,>= 100,512,>= 500,2004,US,SHVISH
5b7a504e40f98408e42303fe,6,136,243,>= 100,318,>= 100,2005,US,SantosPaul
5b7a2e6340f98408e422d5eb,6,383,242,>= 100,190,>= 100,2005,UK,SensiDave
5b7a2e6340f98408e422d190,6,172,242,>= 100,469,>= 100,2012,Australia,JuliaAxyz
5b7a504e40f98408e4230466,6,172,242,>= 100,469,>= 100,2012,Australia,JuliaBucharest
5b7a504e40f98408e4230604,6,996,241,>= 100,1009,>= 1000,2004,US,Dasha P
5b7a2e6340f98408e422d6a6,6,270,237,>= 100,290,>= 100,2011,UK,RHAA5983
5b7a504e40f98408e4230503,6,270,237,>= 100,290,>= 100,2011,UK,Rhex S
5b7a504e40f98408e4230667,6,270,237,>= 100,290,>= 100,2011,UK,Rhiannon177
5b7a431940f98408e422e842,6,164,237,>= 100,1356,>= 1000,2008,Others,Rich D
5b7a2e6340f98408e422d32e,6,346,233,>= 100,147,>= 100,2015,NA,Observer2908
5b7a2e6340f98408e422ceb2,6,174,231,>= 100,327,>= 100,2011,Malaysia,Red_River_Canada
5b7a72e540f98408e4231d36,6,113,231,>= 100,242,>= 100,2011,Singapore,Fazzzzz
5b7a72e540f98408e4231b99,6,84,231,>= 100,134,>= 100,2009,Others,Brian B
5b7a2e6340f98408e422cf67,6,1038,230,>= 100,406,>= 100,2006,UK,Teresa W
5b7a504e40f98408e422fd08,6,605,230,>= 100,217,>= 100,2006,Australia,Martin_Aston_N420
5b7a803d40f98408e4232de6,6,476,230,>= 100,358,>= 100,2005,UK,Moanahau
5b7a2e6340f98408e422d639,6,162,230,>= 100,392,>= 100,2012,China,Mayank G
5b7a504e40f98408e422fcb2,6,252,229,>= 100,313,>= 100,2009,UK,MissApples
5b7a2e6340f98408e422d667,6,249,229,>= 100,252,>= 100,2011,UK,Jim Q
5b7a2e6340f98408e422d89e,6,249,229,>= 100,317,>= 100,2006,UK,sunlight1000
5b7a504e40f98408e422fe51,6,403,228,>= 100,845,>= 500,2012,Australia,cluelessSingapore
5b7a504e40f98408e423022e,6,403,228,>= 100,845,>= 500,2012,Australia,clumont
5b7a504e40f98408e42304da,6,403,228,>= 100,845,>= 500,2012,Australia,Clyde_Betts
5b7a504e40f98408e42306bd,6,403,228,>= 100,845,>= 500,2012,Australia,clydero
5b7a2e6340f98408e422cfaa,6,219,228,>= 100,621,>= 500,2011,UK,Speedbirdaircrew
5b7a504e40f98408e422fd96,6,132,228,>= 100,254,>= 100,2006,Canada,JJess
5b7a2e6340f98408e422d202,6,222,227,>= 100,119,>= 100,2007,UK,boycebm
5b7a2e6340f98408e422d230,6,222,227,>= 100,119,>= 100,2007,UK,BoyHCMC
5b7a504e40f98408e422fdf7,6,483,226,>= 100,286,>= 100,2004,Australia,Steve B
5b7a803d40f98408e4233599,6,237,225,>= 100,441,>= 100,2014,Indonesia,Kevin T
5b7a803d40f98408e42336ce,6,237,225,>= 100,441,>= 100,2014,Indonesia,Kevin W
5b7a504e40f98408e4230594,6,201,225,>= 100,242,>= 100,2006,Indonesia,JJLuvsHotels
5b7a504e40f98408e422feef,6,865,224,>= 100,541,>= 500,2013,Australia,htm-tidar
5b7a2e6340f98408e422cde0,6,283,224,>= 100,191,>= 100,2005,UK,Zachery_Zulkifly
5b7a504e40f98408e42303be,6,175,224,>= 100,362,>= 100,2011,India,ASGondhia
5b7a504e40f98408e422fe5d,6,242,223,>= 100,259,>= 100,2006,Others,lesley_armstrong
5b7a504e40f98408e4230305,6,128,221,>= 100,489,>= 100,2008,Australia,louloubelle04
5b7a504e40f98408e422ff82,6,107,221,>= 100,206,>= 100,2007,Australia,Oanh_TX
5b7a504e40f98408e42300fb,6,106,221,>= 100,200,>= 100,2008,Australia,bambler72
5b7a504e40f98408e42305f6,6,56,221,>= 100,208,>= 100,2006,UK,Craig E
5b7a504e40f98408e4230214,6,194,220,>= 100,293,>= 100,2005,UK,Ivan L
5b7a504e40f98408e42302ba,6,158,220,>= 100,403,>= 100,2008,UK,Evi_02
5b7a803d40f98408e423366f,6,158,220,>= 100,403,>= 100,2008,UK,evievsenior
5b7a72e540f98408e4231754,6,721,219,>= 100,325,>= 100,2004,US,michaelcoppage
5b7a504e40f98408e4230401,6,231,219,>= 100,539,>= 500,2008,Australia,lux77_13
5b7a2e6340f98408e422d619,6,151,219,>= 100,717,>= 500,2012,US,Tara D
5b7a2e6340f98408e422d578,6,821,218,>= 100,226,>= 100,2005,Australia,BaggiePhil
5b7a504e40f98408e4230482,6,821,218,>= 100,226,>= 100,2005,Australia,BagsNShoesNYC
5b7a504e40f98408e4230018,6,642,218,>= 100,442,>= 100,2007,Australia,Rizwan R
5b7a2e6340f98408e422cdf3,6,345,218,>= 100,641,>= 500,2004,UK,Diane T
5b7a504e40f98408e422fe86,6,329,218,>= 100,294,>= 100,2012,US,Jovan K
5b7a504e40f98408e422fe3d,6,270,218,>= 100,608,>= 500,2012,Australia,AngelaCran
5b7a2e6340f98408e422d35f,6,159,218,>= 100,334,>= 100,2006,Australia,Karsten W
5b7a504e40f98408e42301f5,6,233,216,>= 100,467,>= 100,2009,Norway,
5b7a2e6340f98408e422d3e9,6,193,216,>= 100,180,>= 100,2005,UK,ThePrincelyTraveller
5b7a504e40f98408e4230152,6,198,214,>= 100,301,>= 100,2005,UK,Uktonyuk
5b7a431940f98408e422e971,6,77,214,>= 100,203,>= 100,2011,US,
5b7a2e6340f98408e422d595,6,519,213,>= 100,93,>= 10,2005,Singapore,Romperine
5b7a504e40f98408e423025b,6,346,213,>= 100,377,>= 100,2009,Others,Megaposs
5b7a504e40f98408e422fda4,6,163,213,>= 100,556,>= 500,2010,US,Carol52
5b7a803d40f98408e4233584,6,158,212,>= 100,282,>= 100,2012,UK,Mac D
5b7a72e540f98408e4231bb6,6,77,211,>= 100,212,>= 100,2009,Singapore,Isa12014
5b7a72e540f98408e4231b12,6,792,209,>= 100,465,>= 100,2010,Australia,dannyvicki
5b7a504e40f98408e423040d,6,212,208,>= 100,477,>= 100,2008,US,Rebecca S
5b7a72e540f98408e4231ca7,6,122,208,>= 100,766,>= 500,2008,UK,Pauly_Mc_12
5b7a2e6340f98408e422d7e0,6,167,207,>= 100,155,>= 100,2008,Singapore,57Andrea1957
5b7a2e6340f98408e422d402,6,142,207,>= 100,191,>= 100,2009,UK,
5b7a504e40f98408e423065c,6,126,207,>= 100,154,>= 100,2006,UK,Muhammad B
5b7a2e6340f98408e422d2d1,6,107,206,>= 100,98,>= 10,2011,UK,indracol
5b7a2e6340f98408e422d61e,6,166,205,>= 100,994,>= 500,2013,Indonesia,WillyGreen-Z
5b7a803d40f98408e4232ee7,6,166,205,>= 100,994,>= 500,2013,Indonesia,Wilma M
5b7a504e40f98408e422fce6,6,131,205,>= 100,689,>= 500,2007,Australia,Boeing747-8I
5b7a2e6340f98408e422d8d0,6,114,205,>= 100,130,>= 100,2013,China,alisonw743
5b7a431940f98408e422eba1,6,48,205,>= 100,453,>= 100,2014,India,Erwin H
5b7a504e40f98408e4230688,6,516,203,>= 100,423,>= 100,2012,US,Mor01
5b7a504e40f98408e4230695,6,370,203,>= 100,496,>= 100,2014,US,Bruce J
5b7a72e540f98408e4231d5c,6,180,203,>= 100,202,>= 100,2011,India,TraceyLea2013
5b7a504e40f98408e422fccc,6,207,202,>= 100,230,>= 100,2005,Others,SAMSCROSS
5b7a2e6340f98408e422d439,6,69,202,>= 100,245,>= 100,2014,Canada,CCQueens
5b7a803d40f98408e4232ead,6,382,201,>= 100,711,>= 500,2013,NA,
5b7a431940f98408e422eb99,6,353,201,>= 100,501,>= 500,2009,Netherlands,Hoanui
5b7a2e6340f98408e422d2c8,6,98,201,>= 100,259,>= 100,2013,UK,Sm_991
5b7a72e540f98408e4231e49,6,908,200,>= 100,190,>= 100,2009,Others,jubeslife
5b7a2e6340f98408e422d85b,6,242,200,>= 100,232,>= 100,2011,Malaysia,
5b7a2e6340f98408e422d279,6,169,200,>= 100,417,>= 100,2010,UK,Adrian P
